src,dst,weight,sign
DA07,dBWML17,3.0,1
DA07,dBWML18,4.0,1
DA07,dBWML19,3.0,1
DA07,dBWMR14,3.0,1
DA07,dBWMR15,3.0,1
DA07,dBWMR16,3.0,1
DA07,dBWMR17,3.0,1
DA07,dBWMR18,4.0,1
DA07,dBWMR19,3.0,1
DA08,DA07,1.0,1
DA08,DB07,1.0,1
DA08,DD04,4.0,1
DA08,DD05,4.0,1
DA08,VD08,5.0,1
DA08,VD09,5.0,1
DA08,VD10,7.0,1
DA08,VD11,5.0,1
DA08,VD12,5.0,1
DA08,VD13,5.0,1
DA08,dBWML16,3.0,1
DA08,dBWML17,3.0,1
DA08,dBWML18,3.0,1
DA08,dBWML19,3.0,1
DA08,dBWML20,4.0,1
DA08,dBWML21,3.0,1
DA08,dBWMR16,3.0,1
DA08,dBWMR17,3.0,1
DA08,dBWMR18,3.0,1
DA08,dBWMR19,3.0,1
DA08,dBWMR20,4.0,1
DA08,dBWMR21,3.0,1
DA09,AS11,1.0,1
DA09,DA08,1.0,1
DA09,DB07,1.0,1
DA09,DD06,4.0,1
DA09,DVA,1.0,1
DA09,VA12,1.0,1
DA09,VD09,5.0,1
DA09,VD10,5.0,1
DA09,VD11,11.0,1
DA09,VD12,11.0,1
DA09,VD13,1.0,1
DA09,dBWML19,3.0,1
DA09,dBWML20,3.0,1
DA09,dBWML21,3.0,1
DA09,dBWML22,3.0,1
DA09,dBWML23,3.0,1
DA09,dBWML24,4.0,1
DA09,dBWMR19,3.0,1
DA09,dBWMR20,3.0,1
DA09,dBWMR21,3.0,1
DA09,dBWMR22,3.0,1
DA09,dBWMR23,3.0,1
DA09,dBWMR24,4.0,1
DA09,hyp,2.0,1
DB01,AS01,28.0,1
DB01,AS02,4.0,1
DB01,DA01,16.0,1
DB01,DA02,2.0,1
DB01,DD01,31.0,1
DB01,FLPR,1.0,1
DB01,RID,1.0,1
DB01,VD02,24.0,1
DB01,VD03,2.0,1
DB01,dBWML6,3.0,1
DB01,dBWML8,3.0,1
DB01,dBWML9,6.0,1
DB01,dBWMR8,6.0,1
DB01,dBWMR9,2.0,1
DB02,AS03,3.0,1
DB02,AS04,2.0,1
DB02,DA02,3.0,1
DB02,DA03,12.0,1
DB02,DA04,1.0,1
DB02,DD01,3.0,1
DB02,DD02,16.0,1
DB02,VD03,33.0,1
DB02,VD04,15.0,1
DB02,dBWML10,4.0,1
DB02,dBWML11,5.0,1
DB02,dBWML12,1.0,1
DB02,dBWML9,2.0,1
DB02,dBWMR10,6.0,1
DB02,dBWMR11,8.0,1
DB02,dBWMR9,1.0,1
DB03,AS04,2.0,1
DB03,AS05,1.0,1
DB03,DA04,4.0,1
DB03,DA05,1.0,1
DB03,DD02,3.0,1
DB03,DD03,14.0,1
DB03,DD05,14.0,1
DB03,VD04,9.0,1
DB03,VD05,24.0,1
DB03,VD06,4.0,1
DB03,dBWML11,6.0,1
DB03,dBWML12,1.0,1
DB03,dBWML13,3.0,1
DB03,dBWML14,1.0,1
DB03,dBWMR11,2.0,1
DB03,dBWMR12,13.0,1
DB03,dBWMR13,1.0,1
DB04,AS06,2.0,1
DB04,DA05,3.0,1
DB04,DD03,9.0,1
DB04,DD04,2.0,1
DB04,DD05,9.0,1
DB04,DD06,2.0,1
DB04,VD06,14.0,1
DB04,dBWML13,4.0,1
DB04,dBWML14,1.0,1
DB04,dBWML15,3.0,1
DB04,dBWML16,3.0,1
DB04,dBWMR13,3.0,1
DB04,dBWMR14,5.0,1
DB04,dBWMR15,3.0,1
DB04,dBWMR16,3.0,1
DB05,AS07,3.0,1
DB05,AS08,2.0,1
DB05,DA06,3.0,1
DB05,DA07,12.0,1
DB05,DA08,1.0,1
DB05,VD04,3.0,1
DB05,VD05,3.0,1
DB05,VD06,13.0,1
DB05,VD07,13.0,1
DB05,dBWML14,2.0,1
DB05,dBWML15,2.0,1
DB05,dBWML16,2.0,1
DB05,dBWML17,2.0,1
DB05,dBWML18,2.0,1
DB05,dBWML19,2.0,1
DB05,dBWMR14,2.0,1
DB05,dBWMR15,2.0,1
DB05,dBWMR16,2.0,1
DB05,dBWMR17,2.0,1
DB05,dBWMR18,2.0,1
DB05,dBWMR19,2.0,1
DB06,AS08,2.0,1
DB06,AS09,1.0,1
DB06,DA08,4.0,1
DB06,DA09,1.0,1
DB06,VD07,10.0,1
DB06,VD08,12.0,1
DB06,VD09,10.0,1
DB06,dBWML16,2.0,1
DB06,dBWML17,2.0,1
DB06,dBWML18,2.0,1
DB06,dBWML19,2.0,1
DB06,dBWML20,2.0,1
DB06,dBWML21,2.0,1
DB06,dBWMR16,2.0,1
DB06,dBWMR17,2.0,1
DB06,dBWMR18,2.0,1
DB06,dBWMR19,2.0,1
DB06,dBWMR20,2.0,1
DB06,dBWMR21,2.0,1
DB07,AS10,2.0,1
DB07,AS11,2.0,1
DB07,DA09,3.0,1
DB07,VD08,5.0,1
DB07,VD09,5.0,1
DB07,VD10,7.0,1
DB07,VD11,5.0,1
DB07,VD12,5.0,1
DB07,VD13,5.0,1
DB07,dBWML19,2.0,1
DB07,dBWML20,2.0,1
DB07,dBWML21,2.0,1
DB07,dBWML22,2.0,1
DB07,dBWML23,2.0,1
DB07,dBWML24,2.0,1
DB07,dBWMR19,2.0,1
DB07,dBWMR20,2.0,1
DB07,dBWMR21,2.0,1
DB07,dBWMR22,2.0,1
DB07,dBWMR23,2.0,1
DB07,dBWMR24,2.0,1
DD01,DA02,3.0,1
DD01,VB02,1.0,1
DD01,VD02,1.0,1
DD01,dBWML6,1.0,1
DD01,dBWML7,4.0,1
DD01,dBWML8,9.0,1
DD01,dBWML9,13.0,1
DD01,dBWMR10,2.0,1
DD01,dBWMR6,3.0,1
DD01,dBWMR7,2.0,1
DD01,dBWMR8,10.0,1
DD01,dBWMR9,8.0,1
DD02,DA03,2.0,1
DD02,VD03,1.0,1
DD02,VD04,1.0,1
DD02,dBWML10,4.0,1
DD02,dBWML11,9.0,1
DD02,dBWML12,6.0,1
DD02,dBWMR10,2.0,1
DD02,dBWMR11,10.0,1
DD02,dBWMR12,1.0,1
DD03,DA05,1.0,1
DD03,dBWML12,4.0,1
DD03,dBWML13,6.0,1
DD03,dBWML14,2.0,1
DD03,dBWML15,5.0,1
DD03,dBWMR11,1.0,1
DD03,dBWMR12,8.0,1
DD03,dBWMR13,8.0,1
DD03,dBWMR14,3.0,1
DD03,dBWMR15,5.0,1
DD04,dBWML16,5.0,1
DD04,dBWML17,9.0,1
DD04,dBWML18,5.0,1
DD04,dBWMR13,1.0,1
DD04,dBWMR14,2.0,1
DD04,dBWMR15,2.0,1
DD04,dBWMR16,5.0,1
DD04,dBWMR17,9.0,1
DD04,dBWMR18,5.0,1
DD05,dBWML19,5.0,1
DD05,dBWML20,9.0,1
DD05,dBWML21,5.0,1
DD05,dBWMR19,5.0,1
DD05,dBWMR20,9.0,1
DD05,dBWMR21,5.0,1
DD06,dBWML22,5.0,1
DD06,dBWML23,9.0,1
DD06,dBWML24,5.0,1
DD06,dBWMR22,5.0,1
DD06,dBWMR23,9.0,1
DD06,dBWMR24,5.0,1
DVA,AIZL,5.0,1
DVA,AIZR,3.0,1
DVA,AQR,6.0,1
DVA,AUAL,4.0,1
DVA,AUAR,8.0,1
DVA,AVAL,6.0,1
DVA,AVAR,2.0,1
DVA,AVBL,1.0,1
DVA,AVBR,1.0,1
DVA,AVDR,2.0,1
DVA,AVEL,19.0,1
DVA,AVER,17.0,1
DVA,DA02,1.0,1
DVA,DB02,2.0,1
DVA,DB03,3.0,1
DVA,DB04,1.0,1
DVA,DB07,1.0,1
DVA,PDER,1.0,1
DVA,PVCL,4.0,1
DVA,PVCR,1.0,1
DVA,PVPR,3.0,1
DVA,PVR,2.0,1
DVA,RIAL,3.0,1
DVA,RIAR,4.0,1
DVA,RIMR,5.0,1
DVA,RIR,4.0,1
DVA,SAADR,5.0,1
DVA,SAAVL,3.0,1
DVA,SAAVR,1.0,1
DVA,SABD,2.0,1
DVA,SMBDL,6.0,1
DVA,SMBDR,6.0,1
DVA,SMBVL,5.0,1
DVA,SMBVR,6.0,1
DVA,SMDVL,1.0,1
DVA,URXL,1.0,1
DVA,URYDL,3.0,1
DVA,VA02,2.0,1
DVA,VA06,1.0,1
DVA,VA08,1.0,1
DVA,VA12,1.0,1
DVA,VB01,1.0,1
DVA,VB11,2.0,1
DVA,hyp,1.0,1
DVB,AVL,21.0,1
DVB,DA08,10.0,1
DVB,DD06,10.0,1
DVB,DVC,5.0,1
DVB,PDA,2.0,1
DVB,PHCL,2.0,1
DVB,PVPL,10.0,1
DVB,VD13,1.0,1
DVB,hyp,12.0,1
DVB,intL,3.0,1
DVB,intestine,9.0,1
DVC,AIBL,3.0,1
DVC,AIBR,3.0,1
DVC,AVAL,14.0,1
DVC,AVAR,16.0,1
DVC,AVBL,1.0,1
DVC,AVKL,2.0,1
DVC,PVDR,1.0,1
DVC,PVPL,4.0,1
DVC,PVT,1.0,1
DVC,RIBL,2.0,1
DVC,RIBR,6.0,1
DVC,RIGL,16.0,1
DVC,RIGR,13.0,1
DVC,RIVR,2.0,1
DVC,RMFL,14.0,1
DVC,RMFR,9.0,1
DVC,URAVL,1.0,1
DVC,VD09,2.0,1
DVC,vBWMR20,2.0,1
FLPL,ADEL,22.0,1
FLPL,ADER,3.0,1
FLPL,AIBL,3.0,1
FLPL,AIBR,3.0,1
FLPL,AVAL,33.0,1
FLPL,AVAR,48.0,1
FLPL,AVBL,22.0,1
FLPL,AVBR,22.0,1
FLPL,AVDL,30.0,1
FLPL,AVDR,34.0,1
FLPL,DD01,6.0,1
FLPL,DVA,1.0,1
FLPL,FLPR,2.0,1
FLPL,PVCR,6.0,1
FLPL,RIS,1.0,1
FLPL,VA01,5.0,1
FLPR,ADAL,1.0,1
FLPR,ADAR,1.0,1
FLPR,ADER,6.0,1
FLPR,AVAL,23.0,1
FLPR,AVAR,10.0,1
FLPR,AVBL,30.0,1
FLPR,AVBR,11.0,1
FLPR,AVDL,25.0,1
FLPR,AVDR,8.0,1
FLPR,AVEL,21.0,1
FLPR,AVER,7.0,1
FLPR,AVJL,2.0,1
FLPR,AVJR,2.0,1
FLPR,DVA,6.0,1
FLPR,FLPL,14.0,1
FLPR,PVCL,2.0,1
FLPR,VB01,1.0,1
HSNL,ADLL,1.0,1
HSNL,ADLR,1.0,1
HSNL,AIAL,8.0,1
HSNL,AIMR,2.0,1
HSNL,AIZL,6.0,1
HSNL,AIZR,3.0,1
HSNL,ASHL,3.0,1
HSNL,ASHR,1.0,1
HSNL,ASJR,2.0,1
HSNL,ASKL,3.0,1
HSNL,ASKR,2.0,1
HSNL,AVFL,11.0,1
HSNL,AVFR,4.0,1
HSNL,AVJL,3.0,1
HSNL,AWAR,3.0,1
HSNL,AWBL,5.0,1
HSNL,AWBR,3.0,1
HSNL,HSNR,5.0,1
HSNL,PVQL,1.0,1
HSNL,RIFL,9.0,1
HSNL,RIML,4.0,1
HSNL,RIR,3.0,1
HSNL,RMGR,1.0,1
HSNL,VC05,9.0,1
HSNL,hyp,1.0,1
HSNL,vBWML11,1.0,1
HSNL,vBWML15,3.0,1
HSNL,vBWML16,1.0,1
HSNL,vBWMR11,1.0,1
HSNL,vm2aL,6.0,1
HSNL,vm2aR,6.0,1
HSNL,vm2pL,6.0,1
HSNL,vm2pR,6.0,1
HSNR,AIAL,3.0,1
HSNR,AIBL,2.0,1
HSNR,AIZL,3.0,1
HSNR,AIZR,1.0,1
HSNR,AS05,2.0,1
HSNR,ASHL,4.0,1
HSNR,AVBR,1.0,1
HSNR,AVDR,1.0,1
HSNR,AVER,1.0,1
HSNR,AVFL,4.0,1
HSNR,AVFR,2.0,1
HSNR,AVHL,2.0,1
HSNR,AVHR,2.0,1
HSNR,AVJL,3.0,1
HSNR,AWBL,2.0,1
HSNR,BDUR,2.0,1
HSNR,DA05,2.0,1
HSNR,DA06,1.0,1
HSNR,HSNL,1.0,1
HSNR,PVNR,2.0,1
HSNR,PVPR,1.0,1
HSNR,PVQR,1.0,1
HSNR,PVT,1.0,1
HSNR,RIFR,6.0,1
HSNR,RIML,1.0,1
HSNR,RIMR,1.0,1
HSNR,RMDDR,1.0,1
HSNR,RMGR,1.0,1
HSNR,SABD,1.0,1
HSNR,SABVR,1.0,1
HSNR,VA06,2.0,1
HSNR,VC02,6.0,1
HSNR,VC03,1.0,1
HSNR,VC04,1.0,1
HSNR,VC05,2.0,1
HSNR,vBWMR10,4.0,1
HSNR,vBWMR15,1.0,1
HSNR,vBWMR16,2.0,1
HSNR,vBWMR9,1.0,1
HSNR,vm2aL,6.0,1
HSNR,vm2aR,6.0,1
HSNR,vm2pL,6.0,1
HSNR,vm2pR,6.0,1
I1L,I2L,10.0,1
I1L,I3,3.0,1
I1L,I5,2.0,1
I1L,I6,1.0,1
I1L,M2L,3.0,1
I1L,M3L,8.0,1
I1L,M3R,2.0,1
I1L,MCL,2.0,1
I1L,MCR,2.0,1
I1L,MI,2.0,1
I1L,NSML,3.0,1
I1L,pm1vl,2.0,1
I1L,pm3vl,7.0,1
I1L,pm4d,1.0,1
I1L,pm4vl,2.0,1
I1R,I2R,6.0,1
I1R,I3,1.0,1
I1R,I5,2.0,1
I1R,M1,1.0,1
I1R,M2L,1.0,1
I1R,M2R,3.0,1
I1R,M3L,1.0,1
I1R,M3R,6.0,1
I1R,MCL,3.0,1
I1R,MCR,4.0,1
I1R,MI,1.0,1
I1R,NSML,1.0,1
I1R,NSMR,2.0,1
I1R,pm1vr,1.0,1
I1R,pm3vr,5.0,1
I1R,pm4d,1.0,1
I1R,pm4vr,2.0,1
I1R,pm5vr,1.0,1
I2L,I1L,2.0,1
I2L,I2R,3.0,1
I2L,I4,13.0,1
I2L,I5,2.0,1
I2L,M1,1.0,1
I2L,NSML,14.0,1
I2L,NSMR,24.0,1
I2L,pm3vl,1.0,1
I2L,pm4vl,2.0,1
I2L,pm5d,1.0,1
I2L,pm5vl,2.0,1
I2L,pm5vr,1.0,1
I2R,I1R,1.0,1
I2R,I2L,3.0,1
I2R,I4,20.0,1
I2R,I5,2.0,1
I2R,M1,3.0,1
I2R,M2R,2.0,1
I2R,M3R,2.0,1
I2R,M4,3.0,1
I2R,MCL,1.0,1
I2R,NSML,34.0,1
I2R,NSMR,7.0,1
I2R,pm1vr,1.0,1
I2R,pm3vr,1.0,1
I2R,pm4d,2.0,1
I2R,pm4vl,1.0,1
I2R,pm5vl,1.0,1
I2R,pm5vr,4.0,1
I3,I1L,1.0,1
I3,I5,2.0,1
I3,I6,1.0,1
I3,M1,2.0,1
I3,M2L,2.0,1
I3,M3L,2.0,1
I3,M3R,2.0,1
I3,M4,2.0,1
I3,MCL,1.0,1
I3,MCR,2.0,1
I3,MI,1.0,1
I3,NSMR,2.0,1
I3,pm4d,2.0,1
I3,pm5d,4.0,1
I4,I2R,7.0,1
I4,I5,2.0,1
I4,M2L,5.0,1
I4,M3L,6.0,1
I4,M3R,22.0,1
I4,MI,1.0,1
I4,NSML,8.0,1
I4,NSMR,15.0,1
I4,pm4d,1.0,1
I4,pm5vl,11.0,1
I4,pm5vr,2.0,1
I5,I1L,2.0,1
I5,I2L,3.0,1
I5,I2R,1.0,1
I5,I3,1.0,1
I5,I4,7.0,1
I5,M1,3.0,1
I5,M2L,4.0,1
I5,M3L,4.0,1
I5,M3R,2.0,1
I5,M4,19.0,1
I5,MI,4.0,1
I5,NSML,1.0,1
I5,NSMR,5.0,1
I5,pm5vl,4.0,1
I5,pm5vr,14.0,1
I6,I1R,1.0,1
I6,I2L,1.0,1
I6,I2R,4.0,1
I6,I3,12.0,1
I6,M3L,10.0,1
I6,M4,15.0,1
I6,NSML,24.0,1
I6,NSMR,23.0,1
I6,pm5d,13.0,1
IL1DL,IL2DL,1.0,1
IL1DL,RIPL,11.0,1
IL1DL,RMDDR,3.0,1
IL1DL,RMDVL,3.0,1
IL1DL,RMEL,1.0,1
IL1DL,SIBDL,3.0,1
IL1DL,URADL,10.0,1
IL1DL,dBWML1,11.0,1
IL1DL,dBWML2,4.0,1
IL1DL,dBWML3,5.0,1
IL1DL,dBWML6,9.0,1
IL1DL,dBWMR7,2.0,1
IL1DR,IL1R,2.0,1
IL1DR,IL2DR,5.0,1
IL1DR,OLLR,1.0,1
IL1DR,PVR,5.0,1
IL1DR,RIPR,28.0,1
IL1DR,RMDDL,11.0,1
IL1DR,RMDVR,32.0,1
IL1DR,URADR,8.0,1
IL1DR,URYDR,2.0,1
IL1DR,dBWMR1,14.0,1
IL1DR,dBWMR2,6.0,1
IL1DR,dBWMR3,12.0,1
IL1L,AVER,5.0,1
IL1L,IL2L,1.0,1
IL1L,OLLL,1.0,1
IL1L,RMDDL,20.0,1
IL1L,RMDL,3.0,1
IL1L,RMDR,9.0,1
IL1L,RMDVL,22.0,1
IL1L,RMDVR,5.0,1
IL1L,RMER,4.0,1
IL1L,RMGL,1.0,1
IL1L,URAVL,4.0,1
IL1L,URBL,1.0,1
IL1L,dBWML3,16.0,1
IL1L,dBWML4,15.0,1
IL1L,dBWML5,7.0,1
IL1L,vBWML1,20.0,1
IL1L,vBWML2,6.0,1
IL1L,vBWML4,4.0,1
IL1R,AVEL,2.0,1
IL1R,AVER,5.0,1
IL1R,OLLR,1.0,1
IL1R,RMDDL,8.0,1
IL1R,RMDDR,12.0,1
IL1R,RMDL,11.0,1
IL1R,RMDR,4.0,1
IL1R,RMDVL,8.0,1
IL1R,RMDVR,17.0,1
IL1R,RMEL,5.0,1
IL1R,RMHL,3.0,1
IL1R,URXR,1.0,1
IL1R,dBWMR3,16.0,1
IL1R,dBWMR4,3.0,1
IL1R,dBWMR5,13.0,1
IL1R,vBWMR4,19.0,1
IL1VL,AVL,1.0,1
IL1VL,IL1L,3.0,1
IL1VL,OLQVL,2.0,1
IL1VL,RIPL,13.0,1
IL1VL,RMDDL,30.0,1
IL1VL,RMDVR,3.0,1
IL1VL,RMHL,1.0,1
IL1VL,URAVL,4.0,1
IL1VL,URYVL,4.0,1
IL1VL,vBWML1,15.0,1
IL1VL,vBWML2,18.0,1
IL1VR,IL1R,4.0,1
IL1VR,IL2VR,2.0,1
IL1VR,OLLR,1.0,1
IL1VR,OLQVR,5.0,1
IL1VR,RIPR,16.0,1
IL1VR,RMDDR,40.0,1
IL1VR,RMDVL,5.0,1
IL1VR,URAVR,4.0,1
IL1VR,vBWMR2,16.0,1
IL1VR,vBWMR4,24.0,1
IL2DL,AUAL,2.0,1
IL2DL,AVBR,2.0,1
IL2DL,IL1DL,17.0,1
IL2DL,OLQDL,2.0,1
IL2DL,RIBL,1.0,1
IL2DL,RIH,2.0,1
IL2DL,RIPL,28.0,1
IL2DL,RMED,2.0,1
IL2DL,RMEL,11.0,1
IL2DL,RMER,8.0,1
IL2DL,RMEV,1.0,1
IL2DL,RMHL,1.0,1
IL2DL,URADL,8.0,1
IL2DR,CEPDR,2.0,1
IL2DR,IL1DR,28.0,1
IL2DR,OLQDR,2.0,1
IL2DR,RICL,1.0,1
IL2DR,RICR,2.0,1
IL2DR,RIPL,1.0,1
IL2DR,RIPR,43.0,1
IL2DR,RMED,3.0,1
IL2DR,RMEL,12.0,1
IL2DR,RMER,11.0,1
IL2DR,RMEV,5.0,1
IL2DR,URADR,5.0,1
IL2L,ADEL,6.0,1
IL2L,AVEL,2.0,1
IL2L,IL1L,6.0,1
IL2L,OLQDL,20.0,1
IL2L,OLQVL,19.0,1
IL2L,RICL,1.0,1
IL2L,RIH,25.0,1
IL2L,RMDL,5.0,1
IL2L,RMDR,3.0,1
IL2L,RMER,10.0,1
IL2L,RMEV,5.0,1
IL2L,URAVL,2.0,1
IL2L,URXL,3.0,1
IL2R,ADER,5.0,1
IL2R,AVER,2.0,1
IL2R,IL1R,2.0,1
IL2R,OLLR,5.0,1
IL2R,OLQDR,10.0,1
IL2R,OLQVR,26.0,1
IL2R,RIH,19.0,1
IL2R,RMDL,3.0,1
IL2R,RMEL,5.0,1
IL2R,RMEV,2.0,1
IL2R,RMGR,1.0,1
IL2R,URADR,2.0,1
IL2R,URAVR,1.0,1
IL2R,URBR,3.0,1
IL2R,URXR,1.0,1
IL2VL,BAGR,1.0,1
IL2VL,DVC,1.0,1
IL2VL,IL1VL,27.0,1
IL2VL,IL2L,1.0,1
IL2VL,OLQVL,6.0,1
IL2VL,RIAL,4.0,1
IL2VL,RIH,5.0,1
IL2VL,RIPL,36.0,1
IL2VL,RMEL,7.0,1
IL2VL,RMER,6.0,1
IL2VL,RMEV,2.0,1
IL2VL,URAVL,7.0,1
IL2VR,ADLR,1.0,1
IL2VR,AVAL,1.0,1
IL2VR,IL1VR,29.0,1
IL2VR,OLQVR,9.0,1
IL2VR,RIAR,2.0,1
IL2VR,RIH,5.0,1
IL2VR,RIPR,43.0,1
IL2VR,RMED,2.0,1
IL2VR,RMEL,8.0,1
IL2VR,RMER,17.0,1
IL2VR,RMEV,15.0,1
IL2VR,SIADR,1.0,1
IL2VR,URAVR,16.0,1
IL2VR,URXR,1.0,1
LUAL,AVAL,27.0,1
LUAL,AVAR,23.0,1
LUAL,AVDL,27.0,1
LUAL,AVDR,6.0,1
LUAL,AVJL,4.0,1
LUAL,AVJR,1.0,1
LUAL,PHBL,2.0,1
LUAL,PVNL,1.0,1
LUAL,PVWL,1.0,1
LUAR,AVAL,13.0,1
LUAR,AVAR,31.0,1
LUAR,AVDL,5.0,1
LUAR,AVDR,14.0,1
LUAR,AVJR,4.0,1
LUAR,PDB,2.0,1
LUAR,PQR,7.0,1
LUAR,PVCR,9.0,1
LUAR,PVNL,1.0,1
LUAR,PVR,2.0,1
LUAR,PVWL,3.0,1
LUAR,PVWR,2.0,1
LUAR,hyp,1.0,1
M1,I2L,3.0,1
M1,I2R,2.0,1
M1,I3,8.0,1
M1,I4,1.0,1
M1,I5,2.0,1
M1,MI,6.0,1
M1,NSML,2.0,1
M1,pm2d,1.0,1
M1,pm3vl,1.0,1
M1,pm4d,1.0,1
M1,pm5d,3.0,1
M2L,I3,2.0,1
M2L,I4,8.0,1
M2L,I5,2.0,1
M2L,M3L,3.0,1
M2L,M3R,1.0,1
M2L,pm4d,3.0,1
M2L,pm4vl,9.0,1
M2L,pm5d,2.0,1
M2L,pm5vl,21.0,1
M2R,I4,1.0,1
M2R,I5,3.0,1
M2R,M3L,2.0,1
M2R,M3R,1.0,1
M2R,NSMR,1.0,1
M2R,pm4d,3.0,1
M2R,pm4vr,3.0,1
M2R,pm5vr,12.0,1
M3L,NSML,1.0,1
M3L,pm4d,17.0,1
M3L,pm4vl,6.0,1
M3L,pm5d,4.0,1
M3L,pm5vl,2.0,1
M3R,M4,2.0,1
M3R,pm4d,6.0,1
M3R,pm4vr,1.0,1
M4,I4,5.0,1
M4,I5,1.0,1
M4,M2L,1.0,1
M4,M3L,1.0,1
M4,MCL,1.0,1
M4,pm4vr,1.0,1
M4,pm5d,69.0,1
M4,pm5vl,50.0,1
M4,pm5vr,72.0,1
M5,pm5vl,1.0,1
M5,pm5vr,3.0,1
M5,pm6d,2.0,1
M5,pm6vl,2.0,1
M5,pm6vr,2.0,1
M5,pm7d,3.0,1
M5,pm7vr,2.0,1
MCL,mc2dr,7.0,1
MCL,mc2v,13.0,1
MCR,mc2dl,6.0,1
MCR,mc2dr,4.0,1
MCR,mc2v,11.0,1
MI,I1L,1.0,1
MI,I3,2.0,1
MI,I4,1.0,1
MI,M1,7.0,1
MI,M2L,3.0,1
MI,M2R,2.0,1
MI,M3L,2.0,1
MI,MCL,3.0,1
MI,NSML,1.0,1
MI,NSMR,2.0,1
MI,pm4d,2.0,1
MI,pm4vl,1.0,1
MI,pm4vr,7.0,1
MI,pm5d,5.0,1
NSML,I4,1.0,1
NSML,M3L,21.0,1
NSML,M3R,1.0,1
NSML,M4,13.0,1
NSML,NSMR,7.0,1
NSML,pm4vl,2.0,1
NSML,pm5d,38.0,1
NSML,pm5vl,63.0,1
NSML,pm5vr,8.0,1
NSMR,I2L,1.0,1
NSMR,I2R,1.0,1
NSMR,I4,3.0,1
NSMR,I6,4.0,1
NSMR,M3R,24.0,1
NSMR,pm4d,3.0,1
NSMR,pm5d,9.0,1
NSMR,pm5vl,1.0,1
NSMR,pm5vr,53.0,1
OLLL,AVER,53.0,1
OLLL,CEPDL,5.0,1
OLLL,CEPVL,14.0,1
OLLL,IL1VL,3.0,1
OLLL,RIBL,24.0,1
OLLL,RMDDL,22.0,1
OLLL,RMDL,6.0,1
OLLL,RMDVL,3.0,1
OLLL,RMEL,5.0,1
OLLL,SMDDL,8.0,1
OLLL,SMDDR,9.0,1
OLLL,SMDVR,10.0,1
OLLL,URYDL,2.0,1
OLLL,URYVL,1.0,1
OLLR,ADER,2.0,1
OLLR,AVEL,39.0,1
OLLR,CEPDR,4.0,1
OLLR,CEPVR,16.0,1
OLLR,IL1DR,1.0,1
OLLR,IL1VR,2.0,1
OLLR,IL2R,1.0,1
OLLR,OLQDR,1.0,1
OLLR,RIBR,21.0,1
OLLR,RIS,2.0,1
OLLR,RMDDR,26.0,1
OLLR,RMDL,9.0,1
OLLR,RMDR,2.0,1
OLLR,RMDVR,6.0,1
OLLR,RMED,1.0,1
OLLR,RMER,3.0,1
OLLR,SMDDL,3.0,1
OLLR,SMDDR,1.0,1
OLLR,SMDVL,11.0,1
OLLR,SMDVR,4.0,1
OLLR,URYVL,3.0,1
OLQDL,CEPDL,3.0,1
OLQDL,RICR,6.0,1
OLQDL,RIH,3.0,1
OLQDL,RMDDL,1.0,1
OLQDL,RMDDR,10.0,1
OLQDL,RMED,1.0,1
OLQDL,RMEL,2.0,1
OLQDL,RMHL,1.0,1
OLQDL,SIBDL,9.0,1
OLQDL,URYDL,3.0,1
OLQDL,dBWML6,1.0,1
OLQDR,IL1DR,1.0,1
OLQDR,RICL,2.0,1
OLQDR,RICR,2.0,1
OLQDR,RIH,2.0,1
OLQDR,RMDDL,11.0,1
OLQDR,RMER,1.0,1
OLQDR,RMHR,3.0,1
OLQDR,SIBDR,6.0,1
OLQVL,AVAL,1.0,1
OLQVL,AVDR,1.0,1
OLQVL,IL2L,1.0,1
OLQVL,RICL,4.0,1
OLQVL,RMDVR,14.0,1
OLQVL,RMHL,2.0,1
OLQVL,SIBVL,13.0,1
OLQVR,IL1VR,2.0,1
OLQVR,RIAR,10.0,1
OLQVR,RICR,3.0,1
OLQVR,RIH,18.0,1
OLQVR,RIPR,18.0,1
OLQVR,RMDVL,18.0,1
OLQVR,RMER,2.0,1
OLQVR,RMHR,1.0,1
OLQVR,SIBVR,18.0,1
PDA,DA09,1.0,1
PDA,DD06,3.0,1
PDA,PVNR,1.0,1
PDA,VD11,10.0,1
PDA,VD12,12.0,1
PDA,VD13,10.0,1
PDA,dBWML21,4.0,1
PDA,dBWML22,4.0,1
PDA,dBWML23,5.0,1
PDA,dBWML24,6.0,1
PDA,dBWMR21,4.0,1
PDA,dBWMR22,4.0,1
PDA,dBWMR23,5.0,1
PDA,dBWMR24,6.0,1
PDA,hyp,1.0,1
PDB,DD06,2.0,1
PDB,VD12,10.0,1
PDB,VD13,10.0,1
PDB,dBWML23,2.0,1
PDB,dBWML24,3.0,1
PDB,dBWMR23,3.0,1
PDB,dBWMR24,2.0,1
PDEL,DVA,1.0,1
PDER,DVA,7.0,1
PDER,PDEL,5.0,1
PDER,PVR,2.0,1
PHAL,AVDR,2.0,1
PHAL,AVFL,4.0,1
PHAL,AVG,11.0,1
PHAL,AVHL,4.0,1
PHAL,AVHR,1.0,1
PHAL,DA08,3.0,1
PHAL,DVA,2.0,1
PHAL,PHAR,13.0,1
PHAL,PHBL,7.0,1
PHAL,PHBR,10.0,1
PHAL,PVQL,3.0,1
PHAR,AVDR,2.0,1
PHAR,AVG,9.0,1
